recording_id,species,window_idx,start_s,end_s,snr_db,kept
ML556898951,ForestOwlet,2,3.0,6.0,2.47,False
ML556898951,ForestOwlet,3,4.5,7.5,40.91,True
ML556898951,ForestOwlet,4,6.0,9.0,53.83,True
ML556898951,ForestOwlet,5,7.5,10.5,78.33,True
ML564976721,ForestOwlet,0,0.0,3.0,1.2,False
ML564976721,ForestOwlet,1,1.5,4.5,1.41,False
ML564976721,ForestOwlet,2,3.0,6.0,1.31,False
ML564976721,ForestOwlet,3,4.5,7.5,1.07,False
ML564976721,ForestOwlet,4,6.0,9.0,1.2,False
ML564976721,ForestOwlet,5,7.5,10.5,1.52,True
ML564976721,ForestOwlet,6,9.0,12.0,1.45,False
ML564976721,ForestOwlet,7,10.5,13.5,1.21,False
ML564976721,ForestOwlet,8,12.0,15.0,1.2,False
ML564976721,ForestOwlet,9,13.5,16.5,0.97,False
ML564976721,ForestOwlet,10,15.0,18.0,0.71,False
ML564976721,ForestOwlet,11,16.5,19.5,0.72,False
ML564976721,ForestOwlet,12,18.0,21.0,0.73,False
ML564976721,ForestOwlet,13,19.5,22.5,0.67,False
ML564976721,ForestOwlet,14,21.0,24.0,0.65,False
ML564976721,ForestOwlet,15,22.5,25.5,0.51,False
ML587540771,ForestOwlet,0,0.0,3.0,7.39,True
ML587540771,ForestOwlet,1,1.5,4.5,6.74,True
ML587540771,ForestOwlet,2,3.0,6.0,10.29,True
ML587540771,ForestOwlet,3,4.5,7.5,11.71,True
ML587540771,ForestOwlet,4,6.0,9.0,8.99,True
ML587540771,ForestOwlet,5,7.5,10.5,11.26,True
ML587540771,ForestOwlet,6,9.0,12.0,10.1,True
ML587540771,ForestOwlet,7,10.5,13.5,4.89,True
ML587540771,ForestOwlet,8,12.0,15.0,3.03,True
ML587540771,ForestOwlet,9,13.5,16.5,5.41,True
ML587540771,ForestOwlet,10,15.0,18.0,4.79,True
ML587540771,ForestOwlet,11,16.5,19.5,2.88,False
ML587540771,ForestOwlet,12,18.0,21.0,4.95,True
ML587540771,ForestOwlet,13,19.5,22.5,7.79,True
ML587540771,ForestOwlet,14,21.0,24.0,7.55,True
ML587540771,ForestOwlet,15,22.5,25.5,8.89,True
ML587540771,ForestOwlet,16,24.0,27.0,12.17,True
ML587540771,ForestOwlet,17,25.5,28.5,12.04,True
ML587540771,ForestOwlet,18,27.0,30.0,12.51,True
ML587540771,ForestOwlet,19,28.5,31.5,15.12,True
ML587540771,ForestOwlet,20,30.0,33.0,14.07,True
ML587540771,ForestOwlet,21,31.5,34.5,12.91,True
ML587540771,ForestOwlet,22,33.0,36.0,12.14,True
ML587540771,ForestOwlet,23,34.5,37.5,14.82,True
ML587540771,ForestOwlet,24,36.0,39.0,15.08,True
ML587540771,ForestOwlet,25,37.5,40.5,7.5,True
ML587540771,ForestOwlet,26,39.0,42.0,5.28,True
ML587540771,ForestOwlet,27,40.5,43.5,2.39,False
ML609059730,ForestOwlet,0,0.0,3.0,6.91,True
ML609059730,ForestOwlet,1,1.5,4.5,6.48,True
ML609059730,ForestOwlet,2,3.0,6.0,6.1,True
ML609059730,ForestOwlet,3,4.5,7.5,6.02,True
ML609059730,ForestOwlet,4,6.0,9.0,6.23,True
ML609059730,ForestOwlet,5,7.5,10.5,6.5,True
ML609059730,ForestOwlet,6,9.0,12.0,5.28,True
ML609059730,ForestOwlet,7,10.5,13.5,4.63,True
ML609059730,ForestOwlet,8,12.0,15.0,5.46,True
ML609059730,ForestOwlet,9,13.5,16.5,6.89,True
ML609059730,ForestOwlet,10,15.0,18.0,4.68,True
ML609059730,ForestOwlet,11,16.5,19.5,5.71,True
ML609059730,ForestOwlet,12,18.0,21.0,6.39,True
ML609059730,ForestOwlet,13,19.5,22.5,6.17,True
ML609059730,ForestOwlet,14,21.0,24.0,5.7,True
ML609059730,ForestOwlet,15,22.5,25.5,5.75,True
ML609059730,ForestOwlet,16,24.0,27.0,5.63,True
ML609059730,ForestOwlet,17,25.5,28.5,5.59,True
ML609059730,ForestOwlet,18,27.0,30.0,5.4,True
ML609059730,ForestOwlet,19,28.5,31.5,6.35,True
ML609059730,ForestOwlet,20,30.0,33.0,10.02,True
ML609059730,ForestOwlet,21,31.5,34.5,11.26,True
ML609059730,ForestOwlet,22,33.0,36.0,10.26,True
ML609059730,ForestOwlet,23,34.5,37.5,6.09,True
ML609059730,ForestOwlet,24,36.0,39.0,5.74,True
ML609059730,ForestOwlet,25,37.5,40.5,4.88,True
ML609059730,ForestOwlet,26,39.0,42.0,5.61,True
ML609059730,ForestOwlet,27,40.5,43.5,7.14,True
ML609059730,ForestOwlet,28,42.0,45.0,6.92,True
ML609059730,ForestOwlet,29,43.5,46.5,8.45,True
ML609059730,ForestOwlet,30,45.0,48.0,9.87,True
ML609059730,ForestOwlet,31,46.5,49.5,12.96,True
ML609059730,ForestOwlet,32,48.0,51.0,10.85,True
ML609059730,ForestOwlet,33,49.5,52.5,9.24,True
ML609059730,ForestOwlet,34,51.0,54.0,8.57,True
ML609059730,ForestOwlet,35,52.5,55.5,8.18,True
ML609059730,ForestOwlet,36,54.0,57.0,8.08,True
ML609059730,ForestOwlet,37,55.5,58.5,8.62,True
ML609059730,ForestOwlet,38,57.0,60.0,8.73,True
ML609059730,ForestOwlet,39,58.5,61.5,8.28,True
ML609059730,ForestOwlet,40,60.0,63.0,8.57,True
ML609059730,ForestOwlet,41,61.5,64.5,8.23,True
ML609059730,ForestOwlet,42,63.0,66.0,7.83,True
ML609059730,ForestOwlet,43,64.5,67.5,7.07,True
ML609059730,ForestOwlet,44,66.0,69.0,7.46,True
ML609059730,ForestOwlet,45,67.5,70.5,7.39,True
ML609059730,ForestOwlet,46,69.0,72.0,7.11,True
ML609059730,ForestOwlet,47,70.5,73.5,7.92,True
ML609059730,ForestOwlet,48,72.0,75.0,7.57,True
ML609059730,ForestOwlet,49,73.5,76.5,8.02,True
ML609059730,ForestOwlet,50,75.0,78.0,9.28,True
ML609059730,ForestOwlet,51,76.5,79.5,10.63,True
ML609059730,ForestOwlet,52,78.0,81.0,10.07,True
ML609059730,ForestOwlet,53,79.5,82.5,7.9,True
ML609059730,ForestOwlet,54,81.0,84.0,6.15,True
ML609059730,ForestOwlet,55,82.5,85.5,5.67,True
ML609059730,ForestOwlet,56,84.0,87.0,5.65,True
ML609059730,ForestOwlet,57,85.5,88.5,5.73,True
ML609059730,ForestOwlet,58,87.0,90.0,6.21,True
ML609059730,ForestOwlet,59,88.5,91.5,6.3,True
ML609059730,ForestOwlet,60,90.0,93.0,5.35,True
ML609059730,ForestOwlet,61,91.5,94.5,4.39,True
ML609059730,ForestOwlet,62,93.0,96.0,4.67,True
ML609059730,ForestOwlet,63,94.5,97.5,4.55,True
ML609059730,ForestOwlet,64,96.0,99.0,4.55,True
ML609059730,ForestOwlet,65,97.5,100.5,4.54,True
ML609059730,ForestOwlet,66,99.0,102.0,4.59,True
ML609059730,ForestOwlet,67,100.5,103.5,5.09,True
ML609059730,ForestOwlet,68,102.0,105.0,5.62,True
ML609059730,ForestOwlet,69,103.5,106.5,5.52,True
ML609059730,ForestOwlet,70,105.0,108.0,4.8,True
ML609059730,ForestOwlet,71,106.5,109.5,4.27,True
ML609059730,ForestOwlet,72,108.0,111.0,4.0,True
ML609059730,ForestOwlet,73,109.5,112.5,3.19,True
ML609059730,ForestOwlet,74,111.0,114.0,2.9,False
ML609059730,ForestOwlet,75,112.5,115.5,3.27,True
ML609059730,ForestOwlet,76,114.0,117.0,6.8,True
ML609059730,ForestOwlet,77,115.5,118.5,7.63,True
ML609059730,ForestOwlet,78,117.0,120.0,7.23,True
ML609059730,ForestOwlet,79,118.5,121.5,8.98,True
ML609059730,ForestOwlet,80,120.0,123.0,9.21,True
ML609059730,ForestOwlet,81,121.5,124.5,9.44,True
ML609059730,ForestOwlet,82,123.0,126.0,9.41,True
ML609059730,ForestOwlet,83,124.5,127.5,8.38,True
ML609059730,ForestOwlet,84,126.0,129.0,7.64,True
ML609059730,ForestOwlet,85,127.5,130.5,7.14,True
ML609059730,ForestOwlet,86,129.0,132.0,7.25,True
ML609059730,ForestOwlet,87,130.5,133.5,8.5,True
ML609059730,ForestOwlet,88,132.0,135.0,8.27,True
ML609059730,ForestOwlet,89,133.5,136.5,8.7,True
ML609059730,ForestOwlet,90,135.0,138.0,8.18,True
ML609059730,ForestOwlet,91,136.5,139.5,8.89,True
ML609059730,ForestOwlet,92,138.0,141.0,9.15,True
ML609059730,ForestOwlet,93,139.5,142.5,8.78,True
ML609059730,ForestOwlet,94,141.0,144.0,7.79,True
ML609059730,ForestOwlet,95,142.5,145.5,7.32,True
ML609059730,ForestOwlet,96,144.0,147.0,4.9,True
ML609059730,ForestOwlet,97,145.5,148.5,4.71,True
ML609059730,ForestOwlet,98,147.0,150.0,6.49,True
ML609059730,ForestOwlet,99,148.5,151.5,3.96,True
ML609059730,ForestOwlet,100,150.0,153.0,4.0,True
ML609059730,ForestOwlet,101,151.5,154.5,4.36,True
ML609059730,ForestOwlet,102,153.0,156.0,4.4,True
ML609059730,ForestOwlet,103,154.5,157.5,4.47,True
ML609059730,ForestOwlet,104,156.0,159.0,3.74,True
ML609059730,ForestOwlet,105,157.5,160.5,3.91,True
ML609059730,ForestOwlet,106,159.0,162.0,4.18,True
ML609059730,ForestOwlet,107,160.5,163.5,3.84,True
ML609059730,ForestOwlet,108,162.0,165.0,3.62,True
ML609059730,ForestOwlet,109,163.5,166.5,3.67,True
ML609059730,ForestOwlet,110,165.0,168.0,4.1,True
ML609059730,ForestOwlet,111,166.5,169.5,4.44,True
ML609059730,ForestOwlet,112,168.0,171.0,4.87,True
ML609059730,ForestOwlet,113,169.5,172.5,4.88,True
ML609059730,ForestOwlet,114,171.0,174.0,4.5,True
ML609059730,ForestOwlet,115,172.5,175.5,4.42,True
ML609059730,ForestOwlet,116,174.0,177.0,4.58,True
ML609059730,ForestOwlet,117,175.5,178.5,5.61,True
ML609059730,ForestOwlet,118,177.0,180.0,9.71,True
ML609059730,ForestOwlet,119,178.5,181.5,12.11,True
ML609059730,ForestOwlet,120,180.0,183.0,12.09,True
ML609059730,ForestOwlet,121,181.5,184.5,12.77,True
ML609059730,ForestOwlet,122,183.0,186.0,14.46,True
ML609059730,ForestOwlet,123,184.5,187.5,13.73,True
ML609059730,ForestOwlet,124,186.0,189.0,14.34,True
ML609059730,ForestOwlet,125,187.5,190.5,16.73,True
ML609059730,ForestOwlet,126,189.0,192.0,17.51,True
ML609059730,ForestOwlet,127,190.5,193.5,14.85,True
ML609059730,ForestOwlet,128,192.0,195.0,14.41,True
ML609059730,ForestOwlet,129,193.5,196.5,14.99,True
ML609059730,ForestOwlet,130,195.0,198.0,14.59,True
ML609059730,ForestOwlet,131,196.5,199.5,10.32,True
ML609059730,ForestOwlet,132,198.0,201.0,8.54,True
ML609059730,ForestOwlet,133,199.5,202.5,6.97,True
ML609059730,ForestOwlet,134,201.0,204.0,4.32,True
ML609059730,ForestOwlet,135,202.5,205.5,4.94,True
ML609059730,ForestOwlet,136,204.0,207.0,6.09,True
ML609059730,ForestOwlet,137,205.5,208.5,4.77,True
ML609059730,ForestOwlet,138,207.0,210.0,5.75,True
ML609059730,ForestOwlet,139,208.5,211.5,6.37,True
ML609059730,ForestOwlet,140,210.0,213.0,7.1,True
ML609059730,ForestOwlet,141,211.5,214.5,9.39,True
ML609059730,ForestOwlet,142,213.0,216.0,8.76,True
ML609059730,ForestOwlet,143,214.5,217.5,5.74,True
ML609059730,ForestOwlet,144,216.0,219.0,4.68,True
ML609059730,ForestOwlet,145,217.5,220.5,4.85,True
ML609059730,ForestOwlet,146,219.0,222.0,5.9,True
ML609059730,ForestOwlet,147,220.5,223.5,7.67,True
ML609059730,ForestOwlet,148,222.0,225.0,8.34,True
ML609059730,ForestOwlet,149,223.5,226.5,6.61,True
ML609059730,ForestOwlet,150,225.0,228.0,6.41,True
ML609059730,ForestOwlet,151,226.5,229.5,8.08,True
ML609059730,ForestOwlet,152,228.0,231.0,8.51,True
ML609059730,ForestOwlet,153,229.5,232.5,7.69,True
ML609059730,ForestOwlet,154,231.0,234.0,7.56,True
ML609059730,ForestOwlet,155,232.5,235.5,6.87,True
ML609059730,ForestOwlet,156,234.0,237.0,7.07,True
ML609059730,ForestOwlet,157,235.5,238.5,7.05,True
ML609059730,ForestOwlet,158,237.0,240.0,7.68,True
ML609059730,ForestOwlet,159,238.5,241.5,11.41,True
ML609059730,ForestOwlet,160,240.0,243.0,12.16,True
ML609059730,ForestOwlet,161,241.5,244.5,10.54,True
ML609059730,ForestOwlet,162,243.0,246.0,12.18,True
ML609059730,ForestOwlet,163,244.5,247.5,12.58,True
ML609059730,ForestOwlet,164,246.0,249.0,12.46,True
ML609059730,ForestOwlet,165,247.5,250.5,10.21,True
ML609059730,ForestOwlet,166,249.0,252.0,8.43,True
ML609059730,ForestOwlet,167,250.5,253.5,10.68,True
ML609059730,ForestOwlet,168,252.0,255.0,13.46,True
ML609059730,ForestOwlet,169,253.5,256.5,16.68,True
ML609059730,ForestOwlet,170,255.0,258.0,15.4,True
ML609059730,ForestOwlet,171,256.5,259.5,12.92,True
ML609059730,ForestOwlet,172,258.0,261.0,11.07,True
ML609059730,ForestOwlet,173,259.5,262.5,9.34,True
ML609059730,ForestOwlet,174,261.0,264.0,8.47,True
ML609059730,ForestOwlet,175,262.5,265.5,9.01,True
ML609059730,ForestOwlet,176,264.0,267.0,8.81,True
ML609059730,ForestOwlet,177,265.5,268.5,7.09,True
ML609059730,ForestOwlet,178,267.0,270.0,7.99,True
ML609059730,ForestOwlet,179,268.5,271.5,8.93,True
ML609059730,ForestOwlet,180,270.0,273.0,8.4,True
ML609059730,ForestOwlet,181,271.5,274.5,8.05,True
ML609059730,ForestOwlet,182,273.0,276.0,7.25,True
ML609059730,ForestOwlet,183,274.5,277.5,6.74,True
ML609059730,ForestOwlet,184,276.0,279.0,6.54,True
ML609059730,ForestOwlet,185,277.5,280.5,7.92,True
ML609059730,ForestOwlet,186,279.0,282.0,8.22,True
ML609059730,ForestOwlet,187,280.5,283.5,7.11,True
ML609059730,ForestOwlet,188,282.0,285.0,4.07,True
ML609059730,ForestOwlet,189,283.5,286.5,2.94,False
ML609059730,ForestOwlet,190,285.0,288.0,3.64,True
ML609059730,ForestOwlet,191,286.5,289.5,3.92,True
ML609059730,ForestOwlet,192,288.0,291.0,3.03,True
ML609059730,ForestOwlet,193,289.5,292.5,3.44,True
ML609059730,ForestOwlet,194,291.0,294.0,3.11,True
ML609059730,ForestOwlet,195,292.5,295.5,2.91,False
ML609059730,ForestOwlet,196,294.0,297.0,3.45,True
ML609059730,ForestOwlet,197,295.5,298.5,3.76,True
ML609059730,ForestOwlet,198,297.0,300.0,3.94,True
ML609059730,ForestOwlet,199,298.5,301.5,3.76,True
ML609059730,ForestOwlet,200,300.0,303.0,4.06,True
ML609059730,ForestOwlet,201,301.5,304.5,3.79,True
ML609059730,ForestOwlet,202,303.0,306.0,3.54,True
ML609059730,ForestOwlet,203,304.5,307.5,3.96,True
ML609059730,ForestOwlet,204,306.0,309.0,4.18,True
ML609059730,ForestOwlet,205,307.5,310.5,5.43,True
ML609059730,ForestOwlet,206,309.0,312.0,4.48,True
ML609059730,ForestOwlet,207,310.5,313.5,3.67,True
ML609059730,ForestOwlet,208,312.0,315.0,3.82,True
ML609059730,ForestOwlet,209,313.5,316.5,3.97,True
ML609059730,ForestOwlet,210,315.0,318.0,4.85,True
ML609059730,ForestOwlet,211,316.5,319.5,5.23,True
ML609059730,ForestOwlet,212,318.0,321.0,6.91,True
ML609059730,ForestOwlet,213,319.5,322.5,8.41,True
ML609059730,ForestOwlet,214,321.0,324.0,5.04,True
ML609059730,ForestOwlet,215,322.5,325.5,4.45,True
ML609059730,ForestOwlet,216,324.0,327.0,5.95,True
ML609059730,ForestOwlet,217,325.5,328.5,4.84,True
ML609059730,ForestOwlet,218,327.0,330.0,4.0,True
ML609059730,ForestOwlet,219,328.5,331.5,4.32,True
ML609059730,ForestOwlet,220,330.0,333.0,5.37,True
ML609059730,ForestOwlet,221,331.5,334.5,4.75,True
ML609059730,ForestOwlet,222,333.0,336.0,3.48,True
ML609059730,ForestOwlet,223,334.5,337.5,4.53,True
ML609059730,ForestOwlet,224,336.0,339.0,4.05,True
ML609059730,ForestOwlet,225,337.5,340.5,3.59,True
ML609059730,ForestOwlet,226,339.0,342.0,4.57,True
ML609059730,ForestOwlet,227,340.5,343.5,4.59,True
ML609059730,ForestOwlet,228,342.0,345.0,6.37,True
ML609059730,ForestOwlet,229,343.5,346.5,8.34,True
ML609059730,ForestOwlet,230,345.0,348.0,8.45,True
ML609059730,ForestOwlet,231,346.5,349.5,7.9,True
ML609059730,ForestOwlet,232,348.0,351.0,8.37,True
ML609059730,ForestOwlet,233,349.5,352.5,9.55,True
ML609059730,ForestOwlet,234,351.0,354.0,10.17,True
ML609059730,ForestOwlet,235,352.5,355.5,7.36,True
ML609059730,ForestOwlet,236,354.0,357.0,3.03,True
ML609059730,ForestOwlet,237,355.5,358.5,3.08,True
ML609059730,ForestOwlet,238,357.0,360.0,3.95,True
ML609059730,ForestOwlet,239,358.5,361.5,6.52,True
ML609059730,ForestOwlet,240,360.0,363.0,7.36,True
ML609059730,ForestOwlet,241,361.5,364.5,4.12,True
ML609059730,ForestOwlet,242,363.0,366.0,1.85,False
ML609059730,ForestOwlet,243,364.5,367.5,4.65,True
ML609059730,ForestOwlet,244,366.0,369.0,6.13,True
ML609059730,ForestOwlet,245,367.5,370.5,5.61,True
ML609059730,ForestOwlet,246,369.0,372.0,4.99,True
ML609059730,ForestOwlet,247,370.5,373.5,5.11,True
ML609059730,ForestOwlet,248,372.0,375.0,5.48,True
ML609059730,ForestOwlet,249,373.5,376.5,6.21,True
ML609059730,ForestOwlet,250,375.0,378.0,5.71,True
ML609059730,ForestOwlet,251,376.5,379.5,5.3,True
ML609059730,ForestOwlet,252,378.0,381.0,4.1,True
ML609059730,ForestOwlet,253,379.5,382.5,4.35,True
ML609059730,ForestOwlet,254,381.0,384.0,5.09,True
ML609059730,ForestOwlet,255,382.5,385.5,3.98,True
ML609059730,ForestOwlet,256,384.0,387.0,5.17,True
ML609059730,ForestOwlet,257,385.5,388.5,6.98,True
ML609059730,ForestOwlet,258,387.0,390.0,4.71,True
ML609059730,ForestOwlet,259,388.5,391.5,3.33,True
ML609059730,ForestOwlet,260,390.0,393.0,3.0,False
ML609059730,ForestOwlet,261,391.5,394.5,3.24,True
ML609059730,ForestOwlet,262,393.0,396.0,3.1,True
ML609059730,ForestOwlet,263,394.5,397.5,2.86,False
ML609059730,ForestOwlet,264,396.0,399.0,2.27,False
ML609059730,ForestOwlet,265,397.5,400.5,1.24,False
ML609059730,ForestOwlet,266,399.0,402.0,1.27,False
ML609059730,ForestOwlet,267,400.5,403.5,1.45,False
ML609059730,ForestOwlet,268,402.0,405.0,1.42,False
ML609059730,ForestOwlet,269,403.5,406.5,1.8,False
ML609059730,ForestOwlet,270,405.0,408.0,2.8,False
ML609059730,ForestOwlet,271,406.5,409.5,2.59,False
ML609059730,ForestOwlet,272,408.0,411.0,2.6,False
ML609059730,ForestOwlet,273,409.5,412.5,3.11,True
ML609059730,ForestOwlet,274,411.0,414.0,3.96,True
ML609059730,ForestOwlet,275,412.5,415.5,5.43,True
ML609059730,ForestOwlet,276,414.0,417.0,6.33,True
ML609059730,ForestOwlet,277,415.5,418.5,6.54,True
ML609059730,ForestOwlet,278,417.0,420.0,6.48,True
ML609059730,ForestOwlet,279,418.5,421.5,6.22,True
ML609059730,ForestOwlet,280,420.0,423.0,-0.07,False
ML609059730,ForestOwlet,281,421.5,424.5,-2.69,False
ML609059730,ForestOwlet,282,423.0,426.0,-3.82,False
ML609059730,ForestOwlet,283,424.5,427.5,-4.65,False
ML609059730,ForestOwlet,284,426.0,429.0,-5.11,False
ML609059730,ForestOwlet,285,427.5,430.5,-2.99,False
ML609059730,ForestOwlet,286,429.0,432.0,-2.46,False
ML609059730,ForestOwlet,287,430.5,433.5,-3.68,False
ML609059730,ForestOwlet,288,432.0,435.0,-3.79,False
ML609059730,ForestOwlet,289,433.5,436.5,-6.02,False
ML609059730,ForestOwlet,290,435.0,438.0,-4.63,False
ML609059730,ForestOwlet,291,436.5,439.5,0.82,False
ML609059730,ForestOwlet,292,438.0,441.0,1.14,False
ML609059730,ForestOwlet,293,439.5,442.5,0.33,False
ML609059730,ForestOwlet,294,441.0,444.0,0.22,False
ML609059730,ForestOwlet,295,442.5,445.5,1.35,False
ML609059730,ForestOwlet,296,444.0,447.0,2.58,False
ML609059730,ForestOwlet,297,445.5,448.5,4.07,True
ML609059730,ForestOwlet,298,447.0,450.0,5.59,True
ML609059730,ForestOwlet,299,448.5,451.5,5.02,True
ML609059730,ForestOwlet,300,450.0,453.0,3.89,True
ML609059730,ForestOwlet,301,451.5,454.5,3.84,True
ML609059730,ForestOwlet,302,453.0,456.0,3.98,True
ML609059730,ForestOwlet,303,454.5,457.5,3.93,True
ML609059730,ForestOwlet,304,456.0,459.0,5.37,True
ML609059730,ForestOwlet,305,457.5,460.5,5.81,True
ML609059730,ForestOwlet,306,459.0,462.0,2.53,False
ML609059730,ForestOwlet,307,460.5,463.5,0.66,False
ML609059730,ForestOwlet,308,462.0,465.0,0.28,False
ML609059730,ForestOwlet,309,463.5,466.5,1.86,False
ML609059730,ForestOwlet,310,465.0,468.0,5.14,True
ML609059730,ForestOwlet,311,466.5,469.5,5.86,True
ML609059730,ForestOwlet,312,468.0,471.0,4.51,True
ML609059730,ForestOwlet,313,469.5,472.5,5.01,True
ML609059730,ForestOwlet,314,471.0,474.0,5.48,True
ML609059730,ForestOwlet,315,472.5,475.5,7.21,True
ML609059730,ForestOwlet,316,474.0,477.0,7.98,True
ML609059730,ForestOwlet,317,475.5,478.5,5.46,True
ML609059730,ForestOwlet,318,477.0,480.0,3.6,True
ML609059730,ForestOwlet,319,478.5,481.5,3.28,True
ML609059730,ForestOwlet,320,480.0,483.0,2.93,False
ML609059730,ForestOwlet,321,481.5,484.5,3.44,True
ML609059730,ForestOwlet,322,483.0,486.0,2.33,False
ML609059730,ForestOwlet,323,484.5,487.5,0.85,False
ML609059730,ForestOwlet,324,486.0,489.0,0.71,False
ML609059730,ForestOwlet,325,487.5,490.5,3.04,True
ML609059730,ForestOwlet,326,489.0,492.0,2.6,False
ML609059730,ForestOwlet,327,490.5,493.5,1.61,False
ML609059730,ForestOwlet,328,492.0,495.0,2.41,False
ML609059730,ForestOwlet,329,493.5,496.5,2.13,False
ML609059730,ForestOwlet,330,495.0,498.0,2.8,False
ML609059730,ForestOwlet,331,496.5,499.5,2.72,False
ML609059730,ForestOwlet,332,498.0,501.0,1.04,False
ML609059730,ForestOwlet,333,499.5,502.5,0.43,False
ML609059730,ForestOwlet,334,501.0,504.0,0.2,False
ML609059730,ForestOwlet,335,502.5,505.5,-0.1,False
ML609059730,ForestOwlet,336,504.0,507.0,-0.0,False
ML609059730,ForestOwlet,337,505.5,508.5,-0.23,False
ML609059730,ForestOwlet,338,507.0,510.0,-0.39,False
ML609059730,ForestOwlet,339,508.5,511.5,-0.03,False
ML609059730,ForestOwlet,340,510.0,513.0,0.37,False
ML609059730,ForestOwlet,341,511.5,514.5,-0.36,False
ML609059730,ForestOwlet,342,513.0,516.0,-0.6,False
ML609059730,ForestOwlet,343,514.5,517.5,-0.45,False
ML609059730,ForestOwlet,344,516.0,519.0,0.04,False
ML609059730,ForestOwlet,345,517.5,520.5,0.41,False
ML609059730,ForestOwlet,346,519.0,522.0,0.73,False
ML609059730,ForestOwlet,347,520.5,523.5,0.35,False
ML609059730,ForestOwlet,348,522.0,525.0,0.13,False
ML609059730,ForestOwlet,349,523.5,526.5,1.14,False
ML609059730,ForestOwlet,350,525.0,528.0,1.58,False
ML609059730,ForestOwlet,351,526.5,529.5,1.5,False
ML609059730,ForestOwlet,352,528.0,531.0,1.36,False
ML609059730,ForestOwlet,353,529.5,532.5,2.38,False
ML609059730,ForestOwlet,354,531.0,534.0,1.1,False
ML609059730,ForestOwlet,355,532.5,535.5,-0.14,False
ML609059730,ForestOwlet,356,534.0,537.0,0.02,False
ML609059730,ForestOwlet,357,535.5,538.5,-0.17,False
ML609059730,ForestOwlet,358,537.0,540.0,-0.08,False
ML609059730,ForestOwlet,359,538.5,541.5,0.97,False
ML609059730,ForestOwlet,360,540.0,543.0,1.0,False
ML609059730,ForestOwlet,361,541.5,544.5,0.39,False
ML609059730,ForestOwlet,362,543.0,546.0,0.66,False
ML609059730,ForestOwlet,363,544.5,547.5,1.52,False
ML609059730,ForestOwlet,364,546.0,549.0,2.98,False
ML609059730,ForestOwlet,365,547.5,550.5,5.16,True
ML609059730,ForestOwlet,366,549.0,552.0,5.77,True
ML609059730,ForestOwlet,367,550.5,553.5,5.89,True
ML609059730,ForestOwlet,368,552.0,555.0,5.24,True
ML609059730,ForestOwlet,369,553.5,556.5,2.78,False
ML609059730,ForestOwlet,370,555.0,558.0,2.83,False
ML609059730,ForestOwlet,371,556.5,559.5,3.85,True
ML609059730,ForestOwlet,372,558.0,561.0,6.73,True
ML609059730,ForestOwlet,373,559.5,562.5,8.91,True
ML609059730,ForestOwlet,374,561.0,564.0,9.29,True
ML609059730,ForestOwlet,375,562.5,565.5,12.14,True
ML609059730,ForestOwlet,376,564.0,567.0,12.49,True
ML609059730,ForestOwlet,377,565.5,568.5,14.18,True
ML609059730,ForestOwlet,378,567.0,570.0,10.61,True
ML609059730,ForestOwlet,379,568.5,571.5,3.85,True
ML609059730,ForestOwlet,380,570.0,573.0,1.24,False
ML609059730,ForestOwlet,381,571.5,574.5,0.34,False
ML609059730,ForestOwlet,382,573.0,576.0,4.03,True
ML609059730,ForestOwlet,383,574.5,577.5,8.43,True
ML609059730,ForestOwlet,384,576.0,579.0,7.13,True
ML609059730,ForestOwlet,385,577.5,580.5,5.68,True
ML609059730,ForestOwlet,386,579.0,582.0,5.77,True
ML609059730,ForestOwlet,387,580.5,583.5,7.76,True
ML609059730,ForestOwlet,388,582.0,585.0,4.24,True
ML609059730,ForestOwlet,389,583.5,586.5,-1.82,False
ML609059730,ForestOwlet,390,585.0,588.0,-1.13,False
ML609059730,ForestOwlet,391,586.5,589.5,-3.18,False
ML609059730,ForestOwlet,392,588.0,591.0,-4.04,False
ML609059730,ForestOwlet,393,589.5,592.5,-4.13,False
ML609059730,ForestOwlet,394,591.0,594.0,-4.63,False
ML609059730,ForestOwlet,395,592.5,595.5,-5.05,False
ML609059730,ForestOwlet,396,594.0,597.0,-4.35,False
ML609059730,ForestOwlet,397,595.5,598.5,-4.21,False
ML609059730,ForestOwlet,398,597.0,600.0,-4.12,False
ML609059730,ForestOwlet,399,598.5,601.5,-3.83,False
ML609059730,ForestOwlet,400,600.0,603.0,-3.99,False
ML609059730,ForestOwlet,401,601.5,604.5,-4.42,False
ML609059730,ForestOwlet,402,603.0,606.0,-2.93,False
ML609059730,ForestOwlet,403,604.5,607.5,-2.18,False
ML609059730,ForestOwlet,404,606.0,609.0,-2.85,False
ML609059730,ForestOwlet,405,607.5,610.5,-3.43,False
ML609059730,ForestOwlet,406,609.0,612.0,-3.58,False
ML609059730,ForestOwlet,407,610.5,613.5,-3.2,False
ML609059730,ForestOwlet,408,612.0,615.0,1.58,False
ML609059730,ForestOwlet,409,613.5,616.5,3.06,True
ML609059730,ForestOwlet,410,615.0,618.0,2.19,False
ML609059730,ForestOwlet,411,616.5,619.5,2.69,False
ML609059730,ForestOwlet,412,618.0,621.0,2.61,False
ML609059730,ForestOwlet,413,619.5,622.5,3.87,True
ML609059730,ForestOwlet,414,621.0,624.0,6.55,True
ML609059730,ForestOwlet,415,622.5,625.5,11.75,True
