recording_id,species,source,quality_grade,duration_s,sample_rate,license,recordist,date,country,path,sha256
ML224109121,BanasuraLaughingthrush,ML,,44.03,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224109121.wav,d1673d1e43efdb15112ad55e8d09703ef7d96e03ada8505684c648341d90ecba
ML224110751,BanasuraLaughingthrush,ML,,60.409,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224110751.wav,580ce197fb3828e4fd999a23b3c99bca9cfdc4766389d7113224684581c99fd3
ML224112621,BanasuraLaughingthrush,ML,,53.387,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224112621.wav,67b416e92131f929c341fd6113ad12f631364cf653468c98f138b9e17afca0e7
ML224113161,BanasuraLaughingthrush,ML,,19.136,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224113161.wav,4fe010840d1d2468794779ee7739f3690094574088172104362834ccbd6c8e60
ML224432461,BanasuraLaughingthrush,ML,,53.618,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224432461.wav,902cc7216ea3b90de09159c7c1fbcc6567e59637a3fdc9d5fba3da9f197a2804
ML224436631,BanasuraLaughingthrush,ML,,25.4,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224436631.wav,a3691b4e2a25fcccfbdb42fcac45d6964e78f49ca3533ba2bbde5de48b400d43
ML224439111,BanasuraLaughingthrush,ML,,29.336,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224439111.wav,679f1d06df671e249a00841c6c52603e8357e612289711c70057ec1d640d6d92
ML224440931,BanasuraLaughingthrush,ML,,54.411,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224440931.wav,8d979ffea1d382e83ea55ae11b56b1e425ef7b2cc28ac72b0d1a6a9bc3608049
ML224442701,BanasuraLaughingthrush,ML,,47.312,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224442701.wav,0a0998258c70cb18de26ae6e732f8bafa561e0eb45a4f6b99c52db4215c655f0
ML224445051,BanasuraLaughingthrush,ML,,33.68,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224445051.wav,07a62d201c19b83b0f23dc464ee1189490f560f5b5a25d7a4c7718ed63d44608
ML224448041,BanasuraLaughingthrush,ML,,10.073,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/224448041.wav,55eb26efc853359798420f4915a7d7f2a9b00eda00b2d75e90d276e0abbb79e0
ML317454381,BanasuraLaughingthrush,ML,,5.747,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/317454381.mp3,29a634d3cd310c5ee072103488c0bd5827c75a4541e426979ca3b36ca4e5d039
ML434997941,BanasuraLaughingthrush,ML,,14.315,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/434997941.mp3,882ca894ec971ed62fb0f4f8bd5e53f79fe50d666f5fe7661ca5ee97869dd41c
ML442425971,BanasuraLaughingthrush,ML,,23.614,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/442425971.wav,d92ca94652608df73c75e19e4895d61629508262eb8534079dda7e10083feae6
ML442426021,BanasuraLaughingthrush,ML,,48.15,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/442426021.wav,d695498854c0346acf649efde3ec417b2c6a903b0cea985302c0357d01030420
ML606531611,BanasuraLaughingthrush,ML,,43.629,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/606531611.m4a,370a531ded84b57f228d22d7b36366ac2a7bb01512c57e5f154fb5b38f1c4c30
ML606531621,BanasuraLaughingthrush,ML,,15.789,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/606531621.m4a,3036cbe5c6013f77e537c843d1179d626dd1f773cd42cb72097f3cbb7c019984
ML606531631,BanasuraLaughingthrush,ML,,18.761,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/606531631.m4a,926054785e026efff345184c6ed75e832a53a39f46f98b895b9f7d6939bd7ad1
ML607311421,BanasuraLaughingthrush,ML,,5.679,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/607311421.wav,9fc4aed7dd7e11b581ce90a1817a697abd360409b7adf6c84fbd43b19f9c5775
ML608349451,BanasuraLaughingthrush,ML,,8.284,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/608349451.wav,5ab1d8a76bccabbf44946797c17884c0ffed5826d9eb952c8b354a30b434d2ff
ML608349453,BanasuraLaughingthrush,ML,,49.757,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/608349453.wav,4edae29a4eaf0bc2f66b6dc7f811243cc339d0015d444c4a90a85caf8d9ba33a
ML612285403,BanasuraLaughingthrush,ML,,4.848,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/612285403.wav,939670b9703a878eed27b6f1294bd3ea44febb5da3fdb988a880875754fd6f73
ML614780956,BanasuraLaughingthrush,ML,,14.671,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/614780956.wav,c8877840fe205da217a30b6922dd58d6ac23b71bcc1ea9c890ee2c24b03aea00
ML614780957,BanasuraLaughingthrush,ML,,35.543,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/614780957.wav,5c6e5671cae664ac1babf0f8a9794a54207eb418a24524ea45c37006b8cd1a70
ML617411030,BanasuraLaughingthrush,ML,,3.983,96000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/617411030.wav,951836cac625216b677c8c6de29e8de40b0593ffcf6459114e300d1f3f0d34c6
ML617411031,BanasuraLaughingthrush,ML,,4.698,96000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/617411031.wav,c3e5949bb1ac248ad7c73639eadf16315cfacffad5e1e8853e3d5214610803e1
ML617411594,BanasuraLaughingthrush,ML,,1.557,96000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/617411594.wav,8369d8f90311ea762e69e4165a62dc92e7e07f37956d85801e9cfc0642ce27b8
ML617411595,BanasuraLaughingthrush,ML,,4.139,96000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/617411595.wav,9cb3ea18cf8332b11f9675f2b0fa90573a69aab81e2c3d8d5d52c148ba4f3ac9
ML626352709,BanasuraLaughingthrush,ML,,12.028,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/626352709.wav,ed9159c3881b59543913fae16dc6ffe27863080aab9534bd9a4ec92fb7c0ffca
ML626352724,BanasuraLaughingthrush,ML,,48.62,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/626352724.wav,5c6af5c09afa135ca7811f5799123e345e89c94b85876242ea5ef5374fac3812
ML629394826,BanasuraLaughingthrush,ML,,27.327,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629394826.wav,cd483e6f74819fd4516cd9519227cef797158695cacdf8885b51f44f16f1b172
ML629394845,BanasuraLaughingthrush,ML,,8.757,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629394845.wav,92ad740558342a7113c3942825767ab628efb61d0679a1fa7ef9d08215ef9698
ML629395028,BanasuraLaughingthrush,ML,,12.353,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395028.wav,d1a10a5a61f828ed915d6d9c7febf65a0b084e8650ea15cf593c6582a234f4ac
ML629395204,BanasuraLaughingthrush,ML,,8.086,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395204.wav,843ce1a6dcb328f8b7b85e04847197ceb8c2aafe81f97582b12528cc02b7cb70
ML629395423,BanasuraLaughingthrush,ML,,5.931,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395423.wav,c829b57a62c21166442ac90249702fe46be5da811d91c3485c6879d108cc30f3
ML629395428,BanasuraLaughingthrush,ML,,23.507,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395428.wav,37637b192fcae9da4afef5d80a3a56db6fe0b03a9cdaff5aa71e7a06a3afe344
ML629395494,BanasuraLaughingthrush,ML,,21.252,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395494.wav,e8577ad827799f447fe5e7cdb698a2e7f9f32c01aaccae09053852ed1c79ef4f
ML629395597,BanasuraLaughingthrush,ML,,12.516,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395597.wav,e5aac7e2b9651774cd774efbcec5fa01ee29f1bb282b553b87fbe363c71f3256
ML629395629,BanasuraLaughingthrush,ML,,21.15,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395629.wav,f9a9094f4e2bdab6c99a44c7feca5863fb5489c0f57b6a2d098747f60c565a78
ML629395668,BanasuraLaughingthrush,ML,,27.937,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395668.wav,1aea30f17837f54f7f36d20ccd0d8618c4a30de8313906252823b264c2de82ab
ML629395743,BanasuraLaughingthrush,ML,,38.888,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629395743.wav,cc49e72f5ee9e327b620b1a4d6a789a11184ad5b7e7839b3e5285f73a6a0b28a
ML629409179,BanasuraLaughingthrush,ML,,9.156,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629409179.wav,6b3f3308fc254adfc22abc7a330804d7e693e969d240be315dfe824b98980527
ML629409316,BanasuraLaughingthrush,ML,,37.516,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629409316.wav,9f44d68e92d1a43447ad69cd902512095890a49f9d668630f8e409e9e2c79de5
ML629454986,BanasuraLaughingthrush,ML,,15.287,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629454986.wav,4247e588fa26b44c7a94fe33f2c64d6ec81a7657ab2867f80ab242072c1e4a64
ML629454988,BanasuraLaughingthrush,ML,,21.681,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629454988.wav,bdf8eece2cb9d106d26a9cb60b2cb1462beff1cc2e15f7a9e346e46fd8166119
ML629454991,BanasuraLaughingthrush,ML,,23.543,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629454991.wav,c95fa8c25360a2a556f728616b8846e1f8995c709641ba6b7fbcbcf5269d3adb
ML629454998,BanasuraLaughingthrush,ML,,10.428,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629454998.wav,92712dea74fdc9e0667813867f8c753fc660bad441179a7c1f5f928559f516fa
ML629455001,BanasuraLaughingthrush,ML,,5.384,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629455001.wav,8c1e436ac1cdb81c97b91ba25835e81e6728e11bd170f5a3375c43ae2ae535e7
ML629493927,BanasuraLaughingthrush,ML,,18.688,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629493927.m4a,4f7a15f45851cf59affa14052028da9ce7cb940cf358efbb15da54148fee2fab
ML629493928,BanasuraLaughingthrush,ML,,21.333,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629493928.m4a,082f23a718a04fd519aa47082df1b53c372ab47b9253b803c8a2176e0210ae74
ML629894238,BanasuraLaughingthrush,ML,,17.066,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629894238.m4a,52cea93c0dc61de23f9d1f1bc355d9f23ba9060fe08dbf9e444ec1f26e39ab5a
ML629895712,BanasuraLaughingthrush,ML,,22.251,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/629895712.m4a,88fd4f1820177db899d6220dc93a8108fa488bcb44ac56776661b31512bd1762
ML96577511,BanasuraLaughingthrush,ML,,74.219,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/96577511.wav,442c58b8e10b78c3b96fcbb6ed4baf32c9ea9fb7e5cbf75065d9897fb9439be8
ML96579061,BanasuraLaughingthrush,ML,,88.424,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/96579061.mp3,dcb68d8a9b64ef0cb5981ac97cb66424f08d088b57d5cf97d347a0dc22e5e5bd
ML96579091,BanasuraLaughingthrush,ML,,100.937,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/96579091.mp3,8e093f5c1a05e05b6bbc987c78755a6d726743cd43fde93aa325055dfde9d118
ML96579311,BanasuraLaughingthrush,ML,,22.558,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/96579311.wav,768fe1c3ca13444f78bce6dbc1761f3a21d7561bb3f93bf8235e4671c0011d4e
ML96579421,BanasuraLaughingthrush,ML,,39.041,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/96579421.wav,a1e22e54017e4b123929aa4bf6ba69ecc916a204fecb9e335af00caede1ace78
ML96579751,BanasuraLaughingthrush,ML,,60.635,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BanasuraLaughingthrush-Montecinclajerdoni/macauley/96579751.wav,e4b416eef0d5c740d4b1ee083e5daaff1d34af8d14536eb9ccf7b5111730bb98
ML151150491,BugunLiocichla,ML,,44.277,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/151150491.wav,540224f6a98dfbd778eb678d8f277e5e466c3fdf1b79089ba01f5f1ab742e47a
ML151225921,BugunLiocichla,ML,,32.799,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/151225921.wav,1aeee327d3effa19961dc7d96393e34d714d2b9152d6b3efe969b0a3f30eb7e9
ML151225951,BugunLiocichla,ML,,36.024,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/151225951.wav,7118deea6150fed50f35a7f1c79378d0c6d591ee1717386b3c7073ff0c6a1845
ML151225961,BugunLiocichla,ML,,37.715,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/151225961.wav,0d7535794b5b6910bb34a9bdfe4f33e85287d172658a1e20de59567e627f249b
ML151226021,BugunLiocichla,ML,,78.909,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/151226021.wav,30ce210ede0708a09e01450457d990875c16ce2d1635869cf91770174d476a40
ML226103081,BugunLiocichla,ML,,47.505,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/226103081.wav,cdf7ef75ab99745f7ec860a04429f2b8f268dfaa33df369d97b994c8499b17d5
ML236434,BugunLiocichla,ML,,599.668,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/236434.wav,2ea912da6908fce4df00ce8de547388a2a9b6cca9cd6f962ad111ce429f09450
ML325904421,BugunLiocichla,ML,,3.507,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/325904421.wav,5237f2a664867b1df14c55726e9978a5088809215aeab8c0a30f59b3c4a7fe5c
ML488567461,BugunLiocichla,ML,,46.056,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/488567461.mp3,37fe92853e5b855ab230e332b8c68e722b5ebedb5f7fbdbc91a87a4819300d0e
ML488567471,BugunLiocichla,ML,,18.024,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/488567471.mp3,e3581e4250c80337eb63269cb3f4584a071d79a1f65e7451a75befe30b948914
ML492363181,BugunLiocichla,ML,,112.875,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/492363181.mp3,17ce61c8f007c9ce7707e8eb9a5e12ecfc3942d63fec4142d5730b170d40b2bc
ML496530611,BugunLiocichla,ML,,13.981,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/496530611.wav,f021e501d6accc9afe4752883ca54deb7d03d0616b2056d95f0c33050bcb076d
ML573513881,BugunLiocichla,ML,,21.803,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/573513881.wav,71a92e4b963c80a8efb88320d194e3be592b4daedf69f4180ba6f2082e1bd0b4
ML573515031,BugunLiocichla,ML,,2.56,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/573515031.wav,3f6a7c3f4f845a7c65ec591ac255738aa4e5a94410e64de79a248ff8e371933a
ML573515041,BugunLiocichla,ML,,6.229,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/573515041.wav,121e22e656c87ab7076e969951d3e2e3c725c39d9dc897a53f459ac9867669c2
ML574851421,BugunLiocichla,ML,,29.269,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/574851421.wav,702a29af6ae6785020fb702a8edc052b0103e42e64257c4fa659f93f20e8b894
ML577575971,BugunLiocichla,ML,,49.136,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/577575971.wav,bd91f12dcd0f82b8642475193e8d45bc61b8869d5d94820f61cd5e940ed29853
ML583849671,BugunLiocichla,ML,,31.623,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/583849671.wav,28b97b21aa4e1dc832a5b562945e26830b579f7ded1b9fb2c122324ba362d274
ML583849681,BugunLiocichla,ML,,37.524,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/583849681.wav,5286544ee6380c4c45969d828ec79a26e5357887859c44f11169ad5f0ecfc9e7
ML608462481,BugunLiocichla,ML,,22.312,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/608462481.wav,5c7fe7567346dc9e7d2667b26468a731325aa74eb61b1b207a9d707fb2c2f1a0
ML608462482,BugunLiocichla,ML,,93.414,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/608462482.wav,a5fdb5493d318db9d63240974cb36370f308746a05cddc455584862ada9699f5
ML609070099,BugunLiocichla,ML,,189.658,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/609070099.wav,079a672ecf73b564ec88994ba9a41b284840cf1f75c7e3b23e397bf21d84ef14
ML614844523,BugunLiocichla,ML,,2.382,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/614844523.mp3,f99a5546db310d2188d910c78ea382b4fb4052591c8b4ed8c46bf9016a256a23
ML617505678,BugunLiocichla,ML,,47.017,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/617505678.wav,b44a58445625607f3c938c81e5ecf0b96d23fa086b9214f2f47ed02bffb16ab6
ML617506149,BugunLiocichla,ML,,31.413,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/617506149.wav,7fd93f557a71bde463cec2a003dbf547c49e2b2814f55823da60347cccedd2bb
ML618603111,BugunLiocichla,ML,,29.791,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/618603111.wav,ca08e28a479f0f8dd62abb3aa973e3a1f93ab25c2ee8952dd13f24f98dcf1983
ML618717331,BugunLiocichla,ML,,13.25,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/618717331.wav,5a4f3ccbb0627aed68a339ff336a52001a9110caa9825d7e208042e8034e2f9e
ML618717393,BugunLiocichla,ML,,6.958,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/618717393.wav,e8496d77d0d5a45298cbfc7deb30e6361ce08bc9027fe5c511866d23377f8dc3
ML621169965,BugunLiocichla,ML,,13.425,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/621169965.wav,91a939f80322986b1df71704ab26dc8285c3be8a0297bc92e7ca34410e3c3f2f
ML621169966,BugunLiocichla,ML,,22.214,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/621169966.wav,a22bb3e519c2af4dfb1ca4542f48301fe6f341f00c2896cc8eaa77a58cd88adf
ML623313271,BugunLiocichla,ML,,2.005,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/623313271.wav,6918d688bafb195aed018b856130363e04cf0684dd0e34969aafdbc0eb43a946
ML624672605,BugunLiocichla,ML,,92.078,48000,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/BugunLiocichla-Liocichlabugunorum/macauley/624672605.wav,373650557f8cae07e958afd51f390f75f892abaf145619d57154e7865d20cfec
XC294415,JerdonsCourser,XC,A,10.645,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/Xeno Canto/A/XC294415 - Jerdon_s Courser - Rhinoptilus bitorquatus.mp3,8667baed4376d1af8c03b897c21c2bc937798f9f426218fcea81ee97d9f2b5d8
ML274533,JerdonsCourser,ML,,70.694,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274533.wav,e1c4944da362c9e7de4147c4311b304e3d484aaf6abeb4dc9287e643db09b0a3
